datetime,open,high,low,close,volume
2024-01-11 10:15:00+05:30,71821.75,71860.79,71689.53,71765.28,0
2024-01-11 11:15:00+05:30,71763.05,71815.79,71737.13,71753.51,0
2024-01-11 12:15:00+05:30,71748.19,71826.57,71729.66,71797.56,0
2024-01-11 13:15:00+05:30,71800.27,71830.75,71555.78,71577.99,0
2024-01-11 14:15:00+05:30,71584.49,71783.91,71544.3,71727.36,0
2024-01-11 15:15:00+05:30,71724.68,71807.78,71699.58,71800.14,0
2024-01-12 09:15:00+05:30,72148.07,72333.84,71982.29,72283.97,0
2024-01-12 10:15:00+05:30,72286.02,72433.33,72261.02,72358.4,0
2024-01-12 11:15:00+05:30,72352.58,72462.95,72297.57,72379.91,0
2024-01-12 12:15:00+05:30,72382.96,72523.99,72353.94,72404.53,0
2024-01-12 13:15:00+05:30,72404.25,72617.92,72404.25,72547.29,0
2024-01-12 14:15:00+05:30,72540.36,72720.94,72417.42,72514.16,0
2024-01-12 15:15:00+05:30,72509.73,72666.25,72504.92,72657.47,0
2024-01-15 09:15:00+05:30,73049.87,73285.69,72911.29,73063.82,0
2024-01-15 10:15:00+05:30,73067.05,73158.44,73045.38,73146.86,0
2024-01-15 11:15:00+05:30,73145.82,73209.92,73079.79,73150.48,0
2024-01-15 12:15:00+05:30,73151.42,73226.9,73130.13,73192.39,0
2024-01-15 13:15:00+05:30,73192.78,73267.85,73073.22,73230.16,0
2024-01-15 14:15:00+05:30,73227.03,73347.66,73164.02,73290.25,0
2024-01-15 15:15:00+05:30,73298.16,73402.16,73284.19,73366.83,0
2024-01-16 09:15:00+05:30,73331.95,73370.61,73101.01,73351.55,0
2024-01-16 10:15:00+05:30,73350.58,73426.21,73281.12,73403.11,0
2024-01-16 11:15:00+05:30,73409.52,73416.5,73225.21,73278.5,0
2024-01-16 12:15:00+05:30,73278.92,73331.12,73084.71,73105.65,0
2024-01-16 13:15:00+05:30,73106.41,73204.95,72960.34,73185.46,0
2024-01-16 14:15:00+05:30,73185.11,73208.0,73051.19,73140.19,0
2024-01-16 15:15:00+05:30,73141.05,73161.24,73074.78,73119.99,0
