Date,Rank,Symbol,DailyRet%,Gap%,DayRange%,Close,Volume
2026-06-01,33,BERGEPAINT,2.4,0.01,3.37,514.0,592588
2026-06-01,34,VMART,2.37,1.43,4.23,682.3,371567
2026-06-01,35,CREDITACC,2.35,0.3,2.88,1322.0,204335
2026-06-01,36,WABAG,2.35,0.94,2.83,1552.5,540974
2026-06-01,37,RAIN,2.35,1.34,5.19,191.4,9627381
2026-06-01,38,PTC,2.17,1.15,5.37,186.85,2319578
2026-06-01,39,OFSS,2.09,1.02,2.29,10175.0,361711
2026-06-01,40,SIS,2.08,0.72,6.91,411.5,427201
2026-06-02,1,JMFINANCIL,9.31,0.12,13.92,128.8,18576688
2026-06-02,2,BLISSGVS,8.34,-0.89,11.34,435.95,3856567
2026-06-02,3,PARAGMILK,7.2,0.0,8.69,241.2,2159844
2026-06-02,4,AURIONPRO,6.97,0.53,7.69,830.0,273377
2026-06-02,5,IFCI,6.84,-0.43,8.31,71.89,69828097
2026-06-02,6,TCS,6.74,1.03,6.15,2451.1,11264742
2026-06-02,7,IFBIND,6.61,0.39,9.1,1322.0,252687
2026-06-02,8,SCI,5.77,-0.68,7.13,303.5,7939346
2026-06-02,9,ZENSARTECH,5.68,0.61,6.9,521.0,4507190
2026-06-02,10,INFY,5.53,2.41,3.86,1270.0,35791796
2026-06-02,11,TATAELXSI,5.4,0.05,5.62,4531.0,939183
2026-06-02,12,SANSERA,5.31,0.15,6.02,2950.9,452834
2026-06-02,13,TANLA,5.2,-0.41,6.67,542.3,1039115
2026-06-02,14,BSOFT,4.78,2.45,6.9,344.1,12651895
2026-06-02,15,OMAXE,4.62,-0.9,9.92,77.5,106422
2026-06-02,16,LTTS,4.55,0.24,5.39,3513.0,267108
2026-06-02,17,CHENNPETRO,4.39,0.0,6.49,1142.0,1833075
2026-06-02,18,HCLTECH,4.25,1.33,4.59,1244.9,7610509
2026-06-02,19,SHILPAMED,4.23,0.43,6.53,518.5,2862526
2026-06-02,20,SONATSOFTW,4.16,0.04,9.52,278.0,15850589
2026-06-02,21,PRAJIND,4.04,-0.42,5.8,350.0,1469093
2026-06-02,22,MPHASIS,4.04,0.92,4.67,2395.0,1104870
2026-06-02,23,AFFLE,4.02,-0.24,5.38,1501.0,174543
2026-06-02,24,HFCL,3.86,-1.09,8.18,189.0,64629220
2026-06-02,25,NLCINDIA,3.74,-0.52,5.45,349.1,6970322
2026-06-02,26,ECLERX,3.59,-0.81,7.04,1530.0,298080
2026-06-02,27,QUESS,3.58,0.8,5.3,212.4,186021
2026-06-02,28,KNRCON,3.53,-0.85,6.71,133.14,1389810
2026-06-02,29,RAIN,3.5,-1.25,7.05,198.1,10421641
2026-06-02,30,SPARC,3.39,-0.15,6.73,203.99,6954435
2026-06-02,31,PRESTIGE,3.33,0.08,4.4,1398.0,378828
2026-06-02,32,EXIDEIND,3.31,-0.69,5.85,406.0,7406166
2026-06-02,33,COFORGE,3.29,0.97,6.31,1506.0,10632047
2026-06-02,34,GESHIP,3.26,-0.29,3.8,1520.0,977112
2026-06-02,35,SHOPERSTOP,3.22,-2.0,6.5,367.0,79389
2026-06-02,36,COCHINSHIP,3.08,-0.28,4.7,1473.0,1101357
2026-06-02,37,UBL,3.03,0.16,3.79,1322.9,301646
2026-06-02,38,JKLAKSHMI,3.01,-0.07,4.46,603.95,106955
2026-06-02,39,FINEORG,3.0,0.19,3.92,4599.0,5775
2026-06-02,40,ADVENZYMES,2.91,0.22,7.94,389.0,367950
2026-06-03,1,IFCI,11.84,0.57,14.08,80.4,69828097
2026-06-03,2,OLAELEC,10.02,0.45,11.73,43.81,69828097
2026-06-03,3,KPRMILL,9.89,-0.1,11.43,1100.0,1458820
2026-06-03,4,DELTACORP,8.71,0.74,13.38,69.3,25033156
2026-06-03,5,WOCKPHARMA,5.63,0.25,9.62,2084.0,7353401
2026-06-03,6,HFCL,5.52,0.48,5.52,199.43,65344048
2026-06-03,7,TEJASNET,4.79,0.84,8.13,565.3,32747844
2026-06-03,8,J&KBANK,4.69,-0.27,5.19,148.97,13135729
2026-06-03,9,MRPL,4.59,-0.16,7.13,154.0,26002096
2026-06-03,10,VIPIND,4.09,0.0,8.05,331.0,1702570
2026-06-03,11,JINDALSAW,4.06,0.75,6.51,251.0,4126915
2026-06-03,12,NHPC,3.91,5.05,2.32,74.74,69828097
2026-06-03,13,CHENNPETRO,3.77,0.7,7.25,1185.1,3450044
2026-06-03,14,IIFL,3.74,0.9,4.09,499.0,6810500
2026-06-03,15,MANKIND,3.51,1.12,4.29,2375.0,1005999
2026-06-03,16,WESTLIFE,3.49,0.66,5.56,434.0,158747
2026-06-03,17,RELAXO,3.18,0.8,7.15,336.0,1205870
2026-06-03,18,LINDEINDIA,3.05,0.3,3.81,7139.5,47280
2026-06-03,19,TATACAP,3.03,0.08,4.01,309.6,2642817
2026-06-03,20,VARROC,2.99,0.0,4.88,593.2,196795
2026-06-03,21,NH,2.97,0.28,3.55,1984.9,427499
2026-06-03,22,WELCORP,2.95,0.35,3.74,1421.0,1899939
2026-06-03,23,FEDERALBNK,2.93,0.05,4.27,302.4,15868218
2026-06-03,24,UNIONBANK,2.91,0.89,4.28,167.29,10371289
2026-06-03,25,IPCALAB,2.85,-0.09,4.17,1552.0,272505
2026-06-03,26,DMART,2.82,0.28,4.36,4168.0,857033
2026-06-03,27,TCIEXP,2.8,-1.77,4.92,518.0,15977
2026-06-03,28,INDIANB,2.78,0.42,4.29,849.0,2807662
2026-06-03,29,TATACOMM,2.62,0.06,2.84,1955.0,763954
2026-06-03,30,ERIS,2.35,0.58,3.82,1394.0,112358
2026-06-03,31,APLAPOLLO,2.32,0.01,3.66,1810.0,503406
2026-06-03,32,SPARC,2.31,0.82,6.91,208.7,4822534
2026-06-03,33,BANKINDIA,2.3,0.35,4.25,140.35,7712841
2026-06-03,34,APOLLOHOSP,2.2,-0.13,2.56,8299.0,723642
2026-06-03,35,BEML,2.08,0.21,5.07,1761.0,159684
2026-06-03,36,TORNTPHARM,2.07,0.85,2.47,4370.0,404534
2026-06-03,37,AVANTIFEED,2.02,0.63,3.78,1174.5,287643
2026-06-03,38,BALKRISIND,1.94,-0.43,3.3,2196.1,110708
2026-06-03,39,ZYDUSWELL,1.93,0.62,3.31,505.45,185851
2026-06-03,40,RAINBOW,1.8,0.37,4.04,1359.0,67913
2026-06-04,1,ZEEL,12.76,-0.38,14.83,106.4,69828097
2026-06-04,2,ITDC,9.71,1.68,8.48,589.15,356543
2026-06-04,3,JISLJALEQS,8.92,2.81,12.04,31.38,40798408
2026-06-04,4,TEJASNET,6.67,0.64,11.58,603.0,46018656
2026-06-04,5,HSCL,6.31,0.0,7.31,640.0,19211544
2026-06-04,6,IIFL,5.65,0.6,8.0,527.2,7359503
2026-06-04,7,NAM-INDIA,5.49,-1.94,8.18,1135.0,2570660
2026-06-04,8,MMTC,5.39,-0.22,10.39,68.4,45700940
2026-06-04,9,SFL,4.6,-0.42,5.45,625.0,310082
2026-06-04,10,ASTRAMICRO,4.47,0.61,6.36,1380.0,1208132
2026-06-04,11,KIOCL,4.43,0.0,6.69,401.0,476253
2026-06-04,12,IPCALAB,4.38,0.17,5.72,1620.0,395181
2026-06-04,13,ENGINERSIN,3.95,-0.26,5.96,237.01,4209592
2026-06-04,14,VOLTAS,3.93,-0.91,7.28,1283.8,3313551
2026-06-04,15,BASF,3.9,0.02,4.89,3443.0,26920
2026-06-04,16,TITAN,3.84,-0.17,5.43,4238.8,1759654
2026-06-04,17,HYUNDAI,3.75,-0.8,5.31,1934.9,2037852
2026-06-04,18,IRCTC,3.46,-0.38,4.47,528.1,1942148
2026-06-04,19,TIMKEN,3.45,0.8,3.01,3599.0,23337
2026-06-04,20,MHRIL,3.44,0.56,5.35,218.0,381648
2026-06-04,21,KIRLOSENG,3.44,0.43,5.95,1955.0,498011
2026-06-04,22,INDOSTAR,3.38,-0.18,6.36,232.6,135075
2026-06-04,23,NIACL,3.37,-0.82,6.48,151.66,1579807
2026-06-04,24,ATGL,3.35,0.0,4.86,742.7,9635205
2026-06-04,25,PAGEIND,3.35,-0.77,4.49,38860.0,39395
2026-06-04,26,ELGIEQUIP,3.33,-0.24,5.44,620.85,1838340
2026-06-04,27,JINDALSAW,3.27,0.4,6.18,259.2,10733057
2026-06-04,28,BLISSGVS,3.23,-1.26,6.78,453.45,1665244
2026-06-04,29,ETERNAL,3.14,-0.87,5.76,254.4,36592444
2026-06-04,30,RECLTD,3.04,-0.11,3.4,335.9,8822988
2026-06-04,31,INOXWIND,3.02,-0.32,6.59,85.71,21179868
2026-06-04,32,JSL,2.95,0.54,4.62,698.0,817064
2026-06-04,33,GUJGASLTD,2.94,-0.18,7.71,406.0,447803
2026-06-04,34,SHILPAMED,2.85,0.49,4.47,530.1,1312314
2026-06-04,35,TCIEXP,2.81,0.0,7.83,532.55,43558
2026-06-04,36,TVTODAY,2.77,2.43,3.16,113.56,38621
2026-06-04,37,INDOCO,2.71,0.05,7.15,212.5,249097
2026-06-04,38,GAIL,2.63,-1.28,4.04,167.94,11470557
2026-06-04,39,DBL,2.61,-0.89,5.36,429.95,155260
2026-06-04,40,MINDACORP,2.6,0.0,5.86,643.3,1811983
2026-06-05,1,NETWORK18,11.0,-0.1,12.22,33.61,69828097
2026-06-05,2,QUESS,9.57,1.15,18.16,234.49,20805196
2026-06-05,3,ITDC,9.33,4.22,16.49,644.1,18215380
2026-06-05,4,HSCL,7.5,0.9,11.53,688.0,24398904
2026-06-05,5,ADANIGREEN,7.06,0.66,7.03,1522.0,10440123
2026-06-05,6,ZEEL,5.63,0.56,7.12,112.39,69828097
2026-06-05,7,GREAVESCOT,4.74,0.0,6.54,191.67,4123511
2026-06-05,8,OLAELEC,4.51,0.79,5.39,45.0,69828097
2026-06-05,9,RITES,4.48,0.52,7.17,209.95,10626409
2026-06-05,10,FINCABLES,4.26,0.79,5.09,1055.1,696829
2026-06-05,11,SAFARI,4.11,0.32,4.13,1646.0,92165
2026-06-05,12,ADANIENSOL,4.07,0.74,4.24,1578.8,5522000
2026-06-05,13,AMBER,3.68,0.92,3.88,7880.0,431055
2026-06-05,14,EDELWEISS,3.6,0.41,5.07,115.05,5778645
2026-06-05,15,ASTRAMICRO,3.08,0.97,5.66,1422.5,2180361
2026-06-05,16,VGUARD,2.89,-0.03,4.08,310.0,381873
2026-06-05,17,WABAG,2.88,0.53,4.16,1605.0,438067
2026-06-05,18,GRINDWELL,2.69,0.74,2.99,1952.1,76028
2026-06-05,19,ATGL,2.54,0.58,3.9,761.6,10036086
2026-06-05,20,KALYANKJIL,2.42,0.92,3.41,372.45,8189206
2026-06-05,21,KRBL,2.41,0.33,2.96,356.95,362572
2026-06-05,22,BAJAJELEC,2.4,0.43,3.77,311.0,476172
2026-06-05,23,CANBK,2.4,0.0,2.52,136.4,47067616
2026-06-05,24,SFL,2.4,0.16,4.15,640.0,500176
2026-06-05,25,NBCC,2.37,0.67,3.44,106.36,28156460
2026-06-05,26,ASTERDM,2.32,0.03,2.31,755.85,232656
2026-06-05,27,LATENTVIEW,2.31,0.37,4.84,314.0,1300614
2026-06-05,28,DCBBANK,2.29,0.12,2.56,178.0,940153
2026-06-05,29,BBTC,2.27,0.92,2.93,1529.9,68051
2026-06-05,30,PRESTIGE,2.21,1.03,3.88,1385.0,878299
2026-06-05,31,RECLTD,2.2,0.27,3.16,343.3,10999288
2026-06-05,32,ADANIENT,2.19,0.47,4.63,3043.0,5600086
2026-06-05,33,FORTIS,2.12,0.57,3.24,961.1,1544458
2026-06-05,34,TORNTPHARM,1.98,0.46,3.01,4416.0,424978
2026-06-05,35,WESTLIFE,1.98,0.5,3.11,447.7,33755
2026-06-05,36,JISLJALEQS,1.98,-0.19,5.35,32.0,7041900
2026-06-05,37,HINDUNILVR,1.91,0.25,2.42,2121.2,1822069
2026-06-05,38,INDOSTAR,1.89,0.57,6.45,236.99,193424
2026-06-05,39,JBCHEPHARM,1.85,0.44,2.77,2175.7,188252
2026-06-05,40,ADANIPORTS,1.84,0.47,1.74,1826.0,1628135
2026-06-08,1,THOMASCOOK,10.59,-2.58,18.74,104.44,51153000
2026-06-08,2,CCL,9.44,-0.93,14.69,1182.0,6369785
2026-06-08,3,BAJAJCON,5.92,0.8,8.09,583.6,2299685
2026-06-08,4,SFL,5.15,-0.32,7.52,672.95,966181
2026-06-08,5,ZYDUSWELL,4.97,0.0,6.78,528.0,1318986
2026-06-08,6,PTC,4.61,-0.27,6.93,193.0,2924905
2026-06-08,7,THYROCARE,4.39,0.19,10.44,539.7,1408791
2026-06-08,8,TCI,3.78,0.3,4.96,961.0,109818
2026-06-08,9,MAXHEALTH,2.97,-1.18,5.17,1006.05,5438844
2026-06-08,10,CAPLIPOINT,2.97,-1.2,7.2,2096.5,627357
2026-06-08,11,SYNGENE,2.82,0.0,6.01,446.25,5658942
2026-06-08,12,FORTIS,2.54,-0.57,5.24,985.5,4395332
2026-06-08,13,ALKEM,2.3,0.0,4.26,5370.5,224913
2026-06-08,14,BALRAMCHIN,1.87,-0.43,6.12,542.25,1646727
2026-06-08,15,NILKAMAL,1.86,0.79,1.65,1278.4,2141
2026-06-08,16,DEEPAKFERT,1.85,-1.61,5.43,1451.4,677336
2026-06-08,17,BOMDYEING,1.65,-0.29,8.45,125.43,5281586
2026-06-08,18,POWERGRID,1.61,-0.84,3.33,290.0,8709761
2026-06-08,19,CANFINHOME,1.61,-0.49,4.23,822.0,323203
2026-06-08,20,AFFLE,1.5,-0.67,4.99,1492.9,301548
2026-06-08,21,ADVENZYMES,1.35,-1.91,5.97,371.95,202681
2026-06-08,22,INDOSTAR,1.27,-2.11,8.41,240.0,438416
2026-06-08,23,NAUKRI,1.27,-0.89,3.64,998.5,1314389
2026-06-08,24,BHARTIARTL,1.23,-1.27,2.73,1820.1,6259861
2026-06-08,25,ASTERDM,1.18,-0.61,5.66,764.8,1888836
2026-06-08,26,ESCORTS,1.1,-0.15,2.77,2800.0,115393
2026-06-08,27,TECHM,1.08,-0.87,3.52,1498.0,2463277
2026-06-08,28,QUESS,1.07,-0.29,5.85,237.0,2479635
2026-06-08,29,BEL,1.05,-2.21,4.04,412.3,11849270
2026-06-08,30,PRAJIND,1.0,-0.99,5.9,357.05,2028263
2026-06-08,31,MANKIND,0.99,-0.3,3.55,2355.0,291480
2026-06-08,32,CARBORUNIV,0.95,-2.1,4.26,1056.9,146369
2026-06-08,33,CHENNPETRO,0.93,-0.91,5.39,1191.0,1526510
2026-06-08,34,PFIZER,0.92,-0.01,5.79,4501.0,208391
2026-06-08,35,ERIS,0.88,-0.35,2.72,1371.7,56405
2026-06-08,36,GRINDWELL,0.86,-0.69,3.77,1968.9,87132
2026-06-08,37,GLAXO,0.83,-0.48,2.21,2183.0,83838
2026-06-08,38,LALPATHLAB,0.78,-1.49,5.49,1545.0,341101
2026-06-08,39,MCX,0.72,-2.47,5.13,2810.0,3449698
2026-06-08,40,CUB,0.68,-0.33,3.69,184.09,2236682
2026-06-09,1,SUVEN,14.27,1.63,13.63,266.25,4237977
2026-06-09,2,MHRIL,10.06,-0.19,16.23,232.0,9350725
2026-06-09,3,THOMASCOOK,9.29,1.41,9.14,114.14,47965284
2026-06-09,4,RELAXO,9.15,0.41,9.29,349.0,1175842
2026-06-09,5,LTTS,7.83,1.37,8.84,3413.5,331531
2026-06-09,6,CAPLIPOINT,7.8,1.23,7.86,2260.0,613507
2026-06-09,7,SHILPAMED,7.21,1.16,8.63,569.0,1402270
2026-06-09,8,PIIND,6.71,0.36,6.76,2865.5,1647657
2026-06-09,9,VMART,6.6,0.46,6.44,695.0,180795
2026-06-09,10,CERA,6.56,0.57,7.82,5830.0,219127
2026-06-09,11,MRPL,6.53,0.66,7.02,161.4,11016107
2026-06-09,12,KIOCL,6.33,1.1,5.88,411.5,593677
2026-06-09,13,MOTILALOFS,6.19,1.13,5.22,867.5,1781977
2026-06-09,14,RAIN,6.06,0.42,6.7,204.99,7295621
2026-06-09,15,MAHABANK,5.94,0.9,5.86,84.01,37876044
2026-06-09,16,J&KBANK,5.86,-0.13,6.46,157.2,10279194
2026-06-09,17,BANKINDIA,5.75,0.44,5.59,147.6,21963422
2026-06-09,18,RAYMOND,5.69,0.22,5.55,539.0,784385
2026-06-09,19,BANKBARODA,5.37,0.33,5.32,273.5,32595592
2026-06-09,20,IDBI,5.28,0.76,5.06,75.75,15907312
2026-06-09,21,PARAGMILK,5.23,1.68,5.27,244.25,776481
2026-06-09,22,WELCORP,5.22,0.6,4.99,1410.0,676218
2026-06-09,23,KTKBANK,5.07,0.49,5.56,269.3,3889794
2026-06-09,24,DEEPAKFERT,5.05,0.25,5.02,1524.7,583166
2026-06-09,25,REDINGTON,4.94,0.43,6.67,240.95,8324542
2026-06-09,26,RBLBANK,4.9,0.7,4.66,361.5,4638696
2026-06-09,27,TTKPRESTIG,4.81,0.68,5.12,543.35,112284
2026-06-09,28,IFCI,4.73,0.69,5.03,77.0,47502412
2026-06-09,29,CANBK,4.71,-0.15,4.86,137.8,57180576
2026-06-09,30,CUB,4.68,0.96,4.91,192.71,6169438
2026-06-09,31,ANGELONE,4.63,1.22,3.84,338.95,3812217
2026-06-09,32,REPCOHOME,4.62,-0.24,5.41,375.0,159940
2026-06-09,33,INDIANB,4.4,1.18,3.66,877.0,3627250
2026-06-09,34,OLAELEC,4.4,1.8,9.84,47.0,69828097
2026-06-09,35,INDOCO,4.36,2.17,4.39,207.0,110783
2026-06-09,36,GODFRYPHLP,4.32,0.46,4.23,2270.0,361510
2026-06-09,37,PNB,4.27,0.57,3.78,109.9,38175520
2026-06-09,38,INDOSTAR,4.23,-0.05,8.11,250.15,292364
2026-06-09,39,SUDARSCHEM,4.21,0.42,4.07,896.75,62430
2026-06-09,40,DBL,4.17,0.32,3.89,437.5,124897
2026-06-10,1,CHAMBLFERT,4.86,1.33,4.37,477.05,4955384
2026-06-10,2,ABSLAMC,4.41,0.18,5.26,1110.0,626194
2026-06-10,3,CRISIL,3.96,-0.38,6.55,3992.0,158121
2026-06-10,4,COROMANDEL,3.66,0.0,4.41,1882.0,623390
2026-06-10,5,CCL,3.61,0.21,7.33,1191.0,2726741
2026-06-10,6,RAYMOND,3.53,-0.2,5.03,558.0,1145298
2026-06-10,7,BERGEPAINT,3.34,0.43,4.16,518.75,659493
2026-06-10,8,AAVAS,3.17,0.27,4.36,1300.0,155651
2026-06-10,9,CAPLIPOINT,2.88,0.04,7.46,2325.0,858753
2026-06-10,10,HONAUT,2.82,0.37,4.98,36110.0,13846
2026-06-10,11,RKFORGE,2.74,0.05,5.06,558.9,664131
2026-06-10,12,TEJASNET,2.64,-0.22,6.9,556.5,14107863
2026-06-10,13,SYNGENE,2.59,0.52,3.59,455.8,1528951
2026-06-10,14,NAVINFLUOR,2.55,0.36,5.24,7020.0,317243
2026-06-10,15,HSCL,2.32,0.44,6.55,694.75,21269252
2026-06-10,16,AJANTPHARM,2.26,1.06,3.56,3077.0,181140
2026-06-10,17,ASTERDM,2.21,0.0,4.09,810.0,2254897
2026-06-10,18,KANSAINER,2.14,-0.13,3.7,214.5,1087124
2026-06-10,19,SFL,2.13,-0.07,4.81,696.0,682396
2026-06-10,20,NESTLEIND,1.99,0.35,3.23,1437.9,2281760
2026-06-10,21,BHARATFORG,1.96,0.28,5.12,1957.7,1916338
2026-06-10,22,CANFINHOME,1.93,-0.13,3.42,845.0,297292
2026-06-10,23,SRF,1.93,0.41,2.08,2739.9,482354
2026-06-10,24,QUESS,1.89,1.33,7.16,240.5,1766262
2026-06-10,25,KPRMILL,1.84,-0.1,3.93,1050.0,528394
2026-06-10,26,MGL,1.84,-0.1,2.93,1080.0,138748
2026-06-10,27,COLPAL,1.8,0.12,3.74,2058.3,1110636
2026-06-10,28,HINDUNILVR,1.75,0.0,3.34,2172.3,2319365
2026-06-10,29,SHREECEM,1.67,0.11,3.57,23780.0,54897
2026-06-10,30,GODREJCP,1.63,0.54,2.9,1029.0,1599115
2026-06-10,31,MHRIL,1.55,0.0,6.07,235.6,1703418
2026-06-10,32,PIDILITIND,1.55,0.0,3.56,1508.0,1864529
2026-06-10,33,KOTAKBANK,1.53,-0.43,2.8,388.0,21385304
2026-06-10,34,AXISBANK,1.51,-0.84,3.32,1314.0,12235228
2026-06-10,35,JSWSTEEL,1.44,0.55,3.14,1277.2,3049784
2026-06-10,36,NFL,1.41,1.21,3.94,75.45,3393309
2026-06-10,37,NCC,1.41,0.28,3.5,145.62,3854589
2026-06-10,38,SUVEN,1.39,-0.56,5.11,269.95,1581308
2026-06-10,39,AUROPHARMA,1.39,0.26,2.17,1460.0,1121973
2026-06-10,40,ICICIBANK,1.33,-0.37,2.72,1293.0,25756344
2026-06-11,1,INDOCO,19.98,0.98,19.98,245.95,10968784
2026-06-11,2,ZEEL,8.76,0.29,9.68,111.7,69828097
2026-06-11,3,WOCKPHARMA,5.3,-0.15,6.72,1940.4,3301216
2026-06-11,4,AAVAS,4.62,-0.53,6.69,1360.0,872510
2026-06-11,5,SIS,4.48,2.01,7.02,429.4,374910
2026-06-11,6,TATACHEM,3.69,0.19,6.56,745.5,2656379
2026-06-11,7,BLISSGVS,3.44,0.84,3.78,438.0,1116691
2026-06-11,8,TEJASNET,3.16,-1.35,7.83,574.1,15803202
2026-06-11,9,TORNTPHARM,2.99,0.37,4.05,4588.3,830676
2026-06-11,10,JBCHEPHARM,2.96,-0.18,4.23,2260.0,395425
2026-06-11,11,TEAMLEASE,2.96,-0.65,4.29,1428.0,36551
2026-06-11,12,INDIACEM,2.93,0.48,4.36,386.0,428019
2026-06-11,13,SHOPERSTOP,2.93,-0.03,5.2,365.4,39214
2026-06-11,14,AVANTIFEED,2.48,-0.6,5.96,1032.0,1000408
2026-06-11,15,TRIVENI,2.41,0.7,4.46,382.0,806695
2026-06-11,16,NAVINFLUOR,2.34,0.0,3.37,7184.0,148869
2026-06-11,17,LALPATHLAB,2.28,-0.59,4.46,1599.9,367860
2026-06-11,18,JSL,2.19,-0.2,4.77,677.3,658046
2026-06-11,19,FINCABLES,2.17,-0.3,5.91,1017.6,472762
2026-06-11,20,AJANTPHARM,2.14,-0.05,3.14,3143.0,191950
2026-06-11,21,BALRAMCHIN,2.13,1.3,2.57,546.45,1041436
2026-06-11,22,HYUNDAI,2.13,-0.63,4.64,1937.4,932461
2026-06-11,23,CUB,2.07,0.1,2.84,194.25,4178594
2026-06-11,24,VEDL,2.0,-1.65,5.73,306.0,21698080
2026-06-11,25,VMART,1.97,0.44,4.18,700.5,102232
2026-06-11,26,M&M,1.82,-0.78,3.79,3006.7,3163054
2026-06-11,27,GPTINFRA,1.81,-0.69,3.48,114.0,81657
2026-06-11,28,MCX,1.67,-1.2,3.1,2794.0,1818240
2026-06-11,29,ICICIBANK,1.62,-0.5,3.6,1313.9,35727168
2026-06-11,30,IRCTC,1.59,-0.6,4.74,521.25,1840837
2026-06-11,31,GESHIP,1.54,-1.02,4.97,1388.0,837455
2026-06-11,32,WESTLIFE,1.53,1.29,5.43,433.7,45121
2026-06-11,33,STAR,1.43,-0.81,4.44,990.9,196474
2026-06-11,34,SCI,1.38,-0.19,5.64,291.15,7129034
2026-06-11,35,OMAXE,1.3,0.76,9.99,74.96,5232573
2026-06-11,36,NLCINDIA,1.27,0.05,2.92,311.75,11960664
2026-06-11,37,BAJAJCON,1.21,-0.68,5.1,573.7,1028942
2026-06-11,38,KOTAKBANK,1.19,-0.52,3.96,392.6,16115139
2026-06-11,39,LUPIN,1.16,-0.03,1.77,2274.0,1036495
2026-06-11,40,HATSUN,1.16,0.01,2.17,902.35,16810
2026-06-12,1,IFCI,19.8,2.42,17.38,84.57,69828097
2026-06-12,2,ASHOKLEY,9.49,3.03,7.73,152.2,68920880
2026-06-12,3,SPARC,9.04,0.34,9.09,224.52,8041402
2026-06-12,4,INOXWIND,8.2,2.03,7.46,88.02,21177008
2026-06-12,5,MMTC,8.08,1.38,12.06,68.11,69828097
2026-06-12,6,SHRIRAMFIN,7.76,2.13,6.47,958.0,9724387
2026-06-12,7,CHOLAHLDNG,7.57,0.28,7.5,1535.0,329076
2026-06-12,8,JKTYRE,7.53,2.9,6.43,378.5,1673359
2026-06-12,9,KRBL,7.2,1.27,6.14,367.8,1008515
2026-06-12,10,STAR,6.97,0.63,8.39,1060.0,542962
2026-06-12,11,ASHOKA,6.96,1.74,6.2,123.0,1125129
2026-06-12,12,CHOLAFIN,6.91,1.67,6.32,1566.3,3241784
2026-06-12,13,MOTILALOFS,6.73,2.62,4.34,888.9,3146266
2026-06-12,14,KNRCON,6.44,0.58,6.19,125.6,1993684
2026-06-12,15,TIINDIA,6.22,0.63,5.78,3166.4,260222
2026-06-12,16,HINDPETRO,6.13,2.86,5.2,389.7,14005309
2026-06-12,17,BANDHANBNK,6.12,2.01,6.06,205.98,10166895
2026-06-12,18,ENRIN,6.08,1.14,6.4,3628.0,675018
2026-06-12,19,CEATLTD,5.96,1.65,5.33,3345.0,220313
2026-06-12,20,JAMNAAUTO,5.92,1.79,5.57,122.1,2457324
2026-06-12,21,LATENTVIEW,5.81,1.27,5.59,303.0,719377
2026-06-12,22,KIRLOSENG,5.75,0.61,5.34,1901.4,237726
2026-06-12,23,JINDALSAW,5.68,1.44,5.82,238.6,1947578
2026-06-12,24,RAILTEL,5.63,2.28,4.76,310.7,921542
2026-06-12,25,RKFORGE,5.56,1.09,4.97,592.2,767923
2026-06-12,26,M&MFIN,5.53,1.45,4.91,291.25,2248825
2026-06-12,27,BAJFINANCE,5.5,1.06,4.58,920.0,11697540
2026-06-12,28,ABCAPITAL,5.47,1.85,5.14,356.95,2939225
2026-06-12,29,BPCL,5.44,2.16,3.92,302.5,11198826
2026-06-12,30,SHARDACROP,5.35,1.43,4.8,922.2,388717
2026-06-12,31,VIPIND,5.32,0.87,5.84,314.8,580013
2026-06-12,32,CERA,5.3,1.2,5.5,6160.0,37251
2026-06-12,33,GREAVESCOT,5.26,1.42,4.15,185.25,1074509
2026-06-12,34,IDFCFIRSTB,5.25,0.33,5.52,77.0,46979812
2026-06-12,35,NETWORK18,5.18,1.07,5.69,31.45,11980074
2026-06-12,36,RAYMOND,5.17,1.38,4.22,585.0,838270
2026-06-12,37,AUBANK,5.12,0.23,6.23,1017.8,4075031
2026-06-12,38,SUNTECK,5.11,1.77,4.93,288.0,307521
2026-06-12,39,MUTHOOTFIN,5.11,1.97,3.47,3046.0,726001
2026-06-12,40,SOBHA,4.99,0.62,5.05,1333.4,70987
2026-06-15,1,KALYANKJIL,10.81,1.97,10.36,382.5,39215612
2026-06-15,2,AURIONPRO,9.76,4.29,10.18,855.0,2698341
2026-06-15,3,BALKRISIND,9.26,2.32,7.9,2200.5,1028705
2026-06-15,4,SAFARI,7.89,1.85,6.17,1640.0,70969
2026-06-15,5,SUNDARMFIN,7.77,2.4,6.63,4499.4,254460
2026-06-15,6,ASHOKA,7.15,4.07,9.98,131.8,38650060
2026-06-15,7,CHENNPETRO,6.55,2.12,6.24,1208.3,2189782
2026-06-15,8,JKCEMENT,6.43,1.34,6.14,5167.0,162458
2026-06-15,9,HDFCAMC,6.43,1.67,5.62,2617.0,2019599
2026-06-15,10,PHOENIXLTD,6.22,2.11,5.43,1860.0,660929
2026-06-15,11,RAIN,6.09,1.93,7.06,208.99,11838412
2026-06-15,12,WESTLIFE,6.08,0.71,7.85,471.0,166244
2026-06-15,13,PRESTIGE,5.72,1.95,6.3,1467.3,1201780
2026-06-15,14,MOTILALOFS,5.68,1.81,4.79,939.4,2430840
2026-06-15,15,CHOLAFIN,5.66,2.79,3.62,1655.0,4300527
2026-06-15,16,GRINDWELL,5.48,2.33,4.59,2035.8,84028
2026-06-15,17,CREDITACC,5.38,1.2,4.84,1376.8,288172
