date,Long-Only D9_ret,Long-Only D9_n,LS-D10/D10_ret,LS-D10/D10_n,LS-D9/B9_ret,LS-D9/B9_n,Directional Long_ret,Directional Long_n,Directional Short_ret,Directional Short_n,Threshold Long_ret,Threshold Long_n,Threshold Short_ret,Threshold Short_n,Market Timing_ret,Market Timing_n,Combined LS_ret,Combined LS_n
2021-02-24 00:00:00+05:30,-0.297821337092584,9,1.264080343166062,18,1.264080343166062,18.0,-1.3351365854443529,92,3.754048441648315,6,-1.815759667497972,48,3.689427862915662,5,-1.483233229701738,98,1.264080343166062,18
2021-02-25 00:00:00+05:30,2.3297778428165703,9,0.8178044856334699,20,0.8591851894526886,18.0,1.1241895194152556,99,-0.4736018449880586,1,1.6734959767677,36,0.0,0,1.1176836426709835,100,0.8178044856334699,20
2021-02-28 00:00:00+05:30,1.1038994268335005,7,-0.5368886009226391,14,-0.7409249190335812,18.0,1.0628588121032327,17,-1.6205726855404938,62,1.7266170636587364,4,-1.5384641514728306,37,-1.5005583077122224,79,-0.5368886009226391,14
2021-03-01 00:00:00+05:30,1.8925436715909452,9,0.2427370162867462,18,0.2427370162867462,18.0,1.4131146151705332,93,0.8673913475730434,5,2.0590938561582783,16,1.1619755028742658,4,1.2967622701325954,98,0.2427370162867462,18
2021-03-02 00:00:00+05:30,4.227544643229466,9,2.625145992211834,18,2.625145992211834,18.0,0.9172788679126368,79,0.565260179907763,13,1.567703459470812,40,0.565260179907763,13,0.7077896546336674,92,2.625145992211834,18
2021-03-03 00:00:00+05:30,-1.3772270479369992,9,0.7914961232842799,18,0.7914961232842799,18.0,-1.4185627601839796,73,1.8408842665487564,22,-1.7198421841906162,33,2.4029167462699355,16,-1.5163635300789804,95,0.7914961232842799,18
2021-03-04 00:00:00+05:30,0.9920715024635022,9,1.0727450791164157,20,0.7600498346327478,18.0,1.476666846178755,7,-0.3056199034986862,93,4.976462676529936,1,-0.3777766419731088,29,-0.3875931894862912,100,1.0727450791164157,20
2021-03-07 00:00:00+05:30,0.536030623606346,7,1.5591952082285334,14,1.281097079653434,18.0,-0.8159290541889632,54,0.975421039711202,25,0.3316169708530797,8,3.705262078518476,4,-0.8664012015061272,79,1.5591952082285334,14
2021-03-08 00:00:00+05:30,1.1279258765482043,9,0.6635989219371043,18,0.6635989219371043,18.0,0.6526289613791653,38,-0.573230395832996,55,0.9311255163403364,6,0.1407911781334962,6,0.605672820464764,93,0.6635989219371043,18
2021-03-09 00:00:00+05:30,0.1086974737802894,8,0.263340904402542,16,0.3477556927400489,18.0,-0.507789212679951,86,1.8044673683191772,3,0.8389739641430083,11,1.8044673683191772,3,-0.5514974651172285,89,0.263340904402542,16
2021-03-11 00:00:00+05:30,-1.1946658997410755,7,0.2800540595170522,14,-0.1650174020080198,18.0,-0.5059860655933336,60,0.8156907748559483,19,1.320971238164148,3,1.75477401877518,7,-0.5804720083273801,79,0.2800540595170522,14
2021-03-14 00:00:00+05:30,-0.6453802675601551,7,-0.3222956698900119,14,0.2639179050142888,18.0,0.609405795398899,37,0.0479639480576618,42,0.8435806182423986,10,-0.0780435766759698,6,0.259918083687816,79,-0.3222956698900119,14
2021-03-15 00:00:00+05:30,-2.164047082740112,9,-0.6718950609377488,18,-0.6718950609377488,18.0,-1.9647330460853043,35,1.835156165581924,58,-1.835715011828392,5,0.7306514170474824,6,-1.8839216582444864,93,-0.6718950609377488,18
2021-03-16 00:00:00+05:30,0.3030492042004686,9,0.8397267452934041,18,0.8397267452934041,18.0,-0.8666719197062901,54,1.467735664175267,38,2.322589399107444,2,2.3540055727957085,2,-1.1149373793782589,92,0.8397267452934041,18
2021-03-17 00:00:00+05:30,2.559621591235399,9,0.9075230719480312,18,0.9075230719480312,18.0,2.302392887821292,7,-0.7354770324251926,89,2.8562620095688183,3,-0.090882479113008,4,-0.8497313135478249,96,0.9075230719480312,18
2021-03-18 00:00:00+05:30,2.0774806847819303,9,1.6001360721408302,18,1.6001360721408302,18.0,1.4096012699342182,37,0.1877753260802407,57,1.5252484898916263,23,0.569950910685337,24,-0.4409792914999185,94,1.6001360721408302,18
2021-03-21 00:00:00+05:30,4.531086037580371,7,1.4698810550062582,14,0.9777404380352592,18.0,1.2303951547534082,42,-0.7864481556685092,37,4.642220631926688,5,1.1729317632332277,3,1.022470610878203,79,1.4698810550062582,14
2021-03-22 00:00:00+05:30,-0.2452244609813341,9,0.5355256958299236,18,0.5355256958299236,18.0,-1.583828127454342,96,-0.1477201138313955,1,-0.8085416993395546,12,-0.1477201138313955,1,-1.5659771146575816,97,0.5355256958299236,18
2021-03-23 00:00:00+05:30,-1.2590238936464668,9,0.6463273130961259,18,0.6463273130961259,18.0,-1.3753897867958778,6,1.5704777948407678,91,0.622126762344318,3,1.950337467299048,36,1.5584104953740738,97,0.6463273130961259,18
2021-03-24 00:00:00+05:30,2.6317886701486106,9,1.0989930431652113,18,1.0989930431652113,18.0,2.0417201674033665,30,-0.8171044123288488,68,2.1819311602075557,25,-0.672517030476033,6,1.1919867863312523,98,1.0989930431652113,18
2021-03-25 00:00:00+05:30,2.116829433419535,9,1.619369503677123,18,1.619369503677123,18.0,1.4003826973894538,32,-0.679599157180782,62,3.601727903563082,3,2.4785081550797727,4,-0.9249722772518192,94,1.619369503677123,18
2021-03-29 00:00:00+05:30,1.80054733063176,7,2.3325047825042664,14,1.881290514019614,18.0,0.4706593452938554,63,0.6791239071743824,16,2.143704874539811,6,2.864462234376773,7,0.237791851123073,79,2.3325047825042664,14
2021-03-30 00:00:00+05:30,1.5801845458381711,9,0.22960336214988,18,0.22960336214988,18.0,1.6214363756586914,71,-1.064478607306694,23,6.765251448992598,2,-0.0883008387236946,3,1.4851594748917132,94,0.22960336214988,18
2021-03-31 00:00:00+05:30,0.5666540464872372,9,2.030668130104614,18,2.030668130104614,18.0,-1.0242499785566703,86,4.234550117052081,7,-0.8130507511477655,40,3.803556333141957,6,-1.265885472852024,93,2.030668130104614,18
2021-04-04 00:00:00+05:30,0.5430807642550265,7,0.1872937809021868,14,0.2712192660700614,18.0,0.4897870645093674,60,-0.7744579793890485,19,0.763987816853179,10,1.8026204424348105,3,0.5582522212525817,79,0.1872937809021868,14
2021-04-05 00:00:00+05:30,2.5955063014291966,9,1.2217399821026451,18,1.2217399821026451,18.0,1.0934603581907385,64,-1.591252466013276,33,3.0005055339783766,6,2.6179256225144334,2,1.2628123123984056,97,1.2217399821026451,18
2021-04-06 00:00:00+05:30,2.983580845765564,9,1.9833347685373628,18,1.9833347685373628,18.0,2.4123856659314287,13,-0.2139001882999707,80,4.986338797814205,1,1.1290483186740106,6,-0.5212153625925402,93,1.9833347685373628,18
2021-04-07 00:00:00+05:30,0.722469822996568,9,0.9266036656559266,18,0.9266036656559266,18.0,0.1959815702951939,52,0.1110279662833549,40,2.7008440709453074,2,1.0879439800580593,13,-0.0624991630871291,92,0.9266036656559266,18
2021-04-08 00:00:00+05:30,-3.105686509874736,9,1.1242346205540965,18,1.1242346205540965,18.0,-3.0943530137866544,11,4.023942049917378,88,-4.915347092259284,2,5.359508221509942,28,3.9206543792361854,99,1.1242346205540965,18
2021-04-11 00:00:00+05:30,5.530177409259432,7,3.13742367422637,14,2.675755551783008,18.0,2.534216702111133,49,-0.4655041830640994,30,3.5314455399761715,30,1.0613186303678228,6,1.7486296695616266,79,3.13742367422637,14
2021-04-12 00:00:00+05:30,0.5904237118892097,9,0.3869607379888364,18,0.3869607379888364,18.0,0.1544834568000955,94,-0.529963666769003,3,-0.1538266662878786,21,0.0,0,0.1660962467991338,97,0.3869607379888364,18
2021-04-14 00:00:00+05:30,3.193641117947451,7,1.1265006330438356,14,0.9749575032999472,18.0,1.133071493802683,45,-0.9793029949634428,34,3.4649939529855622,4,-1.1081899925128424,4,1.0668926462009845,79,1.1265006330438356,14
2021-04-15 00:00:00+05:30,-0.1625592104382289,9,1.4840995646250887,18,1.4840995646250887,18.0,-0.2848419162519322,5,2.08110589531852,91,0.4006009013520328,1,3.010038341112772,19,1.9875504797421355,96,1.4840995646250887,18
2021-04-18 00:00:00+05:30,2.663879120081994,7,1.496269894481741,14,1.2278689760310793,18.0,1.392026853489437,28,-0.0732870852901937,51,1.4217997398651825,16,0.3765664668298016,8,0.5406885221203054,79,1.496269894481741,14
2021-04-19 00:00:00+05:30,0.7148060375431573,9,0.1213464758874601,18,0.1213464758874601,18.0,0.4015372134162004,80,-0.5967096647353399,10,0.7887955872462299,12,-1.611351611351619,1,0.4232230413405492,90,0.1213464758874601,18
2021-04-21 00:00:00+05:30,1.1600618046331517,7,0.9059423235435616,14,0.8155566703905561,18.0,0.360626308829002,57,0.1174865647636913,22,0.8814936681866556,22,0.3247329918046299,4,0.2274809516259735,79,0.9059423235435616,14
2021-04-22 00:00:00+05:30,1.3466868228022244,9,0.8152164978128422,18,0.8152164978128422,18.0,0.6724168042879922,30,-0.5264156938861309,64,3.1156054923877408,5,0.6578136333290074,3,-0.5730117929505548,94,0.8152164978128422,18
2021-04-25 00:00:00+05:30,1.0406074138705783,8,0.3522629769677293,16,0.3636917569185555,18.0,1.322597494678143,22,-1.4228050782161286,58,3.172836675262192,2,0.5287297130837143,2,-1.3952479927431825,80,0.3522629769677293,16
2021-04-26 00:00:00+05:30,0.4872394724443007,9,0.5267458841604313,18,0.5267458841604313,18.0,0.9242599953587838,83,-0.1152973373595613,16,0.7247907786162422,8,1.7774660572479448,3,0.7935185556821416,99,0.5267458841604313,18
2021-04-27 00:00:00+05:30,0.8549133371684304,9,1.2570798088458472,20,1.2500602521506017,18.0,0.2287741044792924,62,0.6157022767169027,41,2.645502645502651,1,1.630916392910008,11,0.1073766880356977,103,1.2570798088458472,20
2021-04-28 00:00:00+05:30,0.0466092223843195,9,1.2750282567182718,20,1.1333055242828187,18.0,-0.1953392214294396,73,0.8625037982762223,32,0.1878416719038134,10,2.3622148415327304,10,-0.3986655686589352,105,1.2750282567182718,20
2021-04-29 00:00:00+05:30,2.211383177229248,9,1.365780979644715,20,1.4923209051956765,18.0,0.8990417358257347,38,-0.4350507919313369,66,2.211383177229248,9,0.7878044332905505,10,-0.604585944508136,104,1.365780979644715,20
2021-05-02 00:00:00+05:30,1.224198364882095,8,1.2428477701914455,16,1.5575920670954924,18.0,0.0631358550582224,77,1.0325681318003432,4,0.2293026609927334,40,0.3776269702276735,1,0.0090270162010093,81,1.2428477701914455,16
2021-05-03 00:00:00+05:30,4.483193345166695,9,2.0770020733327184,18,2.0770020733327184,18.0,1.398241129682379,85,-0.4793846162481472,12,3.1671718491877185,19,-0.118420974666375,4,1.2845681589482472,97,2.0770020733327184,18
2021-05-04 00:00:00+05:30,1.631172295645495,9,0.296403509281511,20,0.1645367816933708,18.0,0.7170043766544818,101,-1.3113415299729425,2,1.2591292097660047,31,0.0,0,0.7285449039033841,103,0.296403509281511,20
2021-05-05 00:00:00+05:30,2.581965083545479,9,1.47288855553186,18,1.47288855553186,18.0,0.4137255323288576,97,2.091777185832211,2,1.1472753821643211,20,2.091777185832211,2,0.3631093158003511,99,1.47288855553186,18
2021-05-06 00:00:00+05:30,2.1003697519941777,9,1.53140360854434,20,1.403112780879774,18.0,1.569474491335996,79,0.5140774053710611,24,2.742600414532758,12,0.2384473407887912,7,1.0839866707440602,103,1.53140360854434,20
